,index,Cons No,Dtr No,Category,Load,Latitude,Longitude,cumulative sum
16862,8466,133000013058,381,46,1.0,24.9489745,92.6407961,10.18
16863,18366,133000025329,381,46,0.36,24.9462477,92.6337526,10.54
16864,18378,133000025351,381,46,0.36,24.9484954,92.6259055,10.9
16865,13915,133000020284,381,46,1.0,24.9406325,92.6305583,11.9
16866,18368,133000025338,381,46,1.0,24.9462652,92.6376018,12.9
16867,8465,133000013057,381,46,0.06,24.9367524,92.6404859,12.959999999999999
16868,8468,133000013060,381,46,0.06,24.9489745,92.6407961,13.02
16869,8470,133000013062,381,46,0.06,24.9364802,92.6349014,13.08
16870,13918,133000020287,381,46,1.0,24.9484192,92.6302481,14.08
16871,8473,133000013066,381,46,1.0,24.944838,92.6348162,15.08
16872,8469,133000013061,381,46,0.06,24.9459116,92.6358803,15.14
16873,13911,133000020280,381,46,1.0,24.9491984,92.6280768,16.14
16874,9289,133000014112,381,46,1.0,24.9483974,92.631489,17.14
16875,42346,133010070297,381,46,1.0,24.9457038,92.6356477,18.14
16876,18379,133000025352,381,46,0.36,24.9489745,92.6407961,18.5
16877,14450,133000020884,381,46,0.47,24.9252709,92.6401756,18.97
16878,13929,133000020298,381,46,1.0,24.9489745,92.6407961,19.97
16879,13917,133000020286,381,46,1.0,24.9489745,92.6407961,20.97
16880,13916,133000020285,381,46,0.06,24.9484083,92.6308685,21.03
16881,14451,133000020885,381,46,0.47,24.9443597,92.6293175,21.5
16882,13908,133000020276,381,46,1.0,24.9484083,92.6308685,22.5
16883,9410,133000014294,381,46,1.0,24.9468552,92.6349014,23.5
16884,13912,133000020281,381,46,1.0,24.9459763,92.6348789,24.5
16885,8472,133000013064,381,46,1.0,24.954729,92.6296277,25.5
16886,13907,133000020275,381,46,0.06,24.954729,92.6296277,25.56
16887,13914,133000020283,381,46,0.06,24.9458683,92.6348741,25.62
16888,13909,133000020277,381,46,0.06,24.9457804,92.6353849,25.68
16889,22986,133000030541,381,49,1.0,24.9367524,92.6404859,26.68
16890,20620,133000027968,381,46,1.0,24.9468552,92.6349014,27.68
16891,13906,133000020274,381,46,0.06,24.9268132,92.6367628,27.74
16892,13910,133000020279,381,46,0.06,24.9489745,92.6407961,27.8
16893,13913,133000020282,381,46,0.06,24.9483974,92.631489,27.86
16894,20621,133000027969,381,46,1.0,24.9470443,92.6350499,28.86
16895,13164,133000019277,381,46,0.56,24.9443651,92.6290073,29.419999999999998
16896,14448,133000020882,381,46,0.51,24.954729,92.6296277,29.93
16897,14427,133000020852,381,46,1.0,24.9462869,92.6372842,30.93
16898,13162,133000019275,381,46,0.46,24.9484192,92.6302481,31.39
16899,13161,133000019274,381,46,2.0,24.9461883,92.63581,33.39
16900,23742,133000031405,381,46,0.67,24.9495743,92.6277666,34.06
16901,18428,133000025438,382,46,1.0,24.9492201,92.6268361,1.0
16902,43899,133010072440,382,46,1.0,24.9528582,92.6428201,2.0
16903,14455,133000020889,382,46,0.5,24.95291,92.6350717,2.5
16904,14456,133000020890,382,46,0.51,24.9484628,92.6277666,3.01
16905,14458,133000020892,382,46,0.43,24.9487897,92.6302481,3.44
16906,14460,133000020895,382,46,0.36,24.9470117,92.636445,3.8
16907,14461,133000020896,382,46,0.41,24.9472081,92.6361902,4.21
16908,14463,133000020898,382,46,0.57,24.9484317,92.634655,4.78
16909,27867,133000036074,382,46,1.0,24.9494425,92.6350779,5.78
16910,14465,133000020901,382,46,0.63,24.9468771,92.6336605,6.41
16911,40850,133000050711,382,75,1.0,24.9519449,92.6347928,7.41
16912,14457,133000020891,382,49,0.43,24.9479895,92.6375359,7.84
16913,14454,133000020888,382,46,0.55,24.948455,92.63816,8.39
16914,9830,133000015002,382,46,1.85,24.9488224,92.628387,10.24
16915,9834,133000015012,382,46,0.47,24.9496141,92.6335095,10.71
16916,9833,133000015011,382,46,0.2,24.952245,92.6335217,10.91
16917,9832,133000015010,382,46,0.2,24.9484192,92.6302481,11.11
16918,9792,133000014953,382,46,0.41,24.9493581,92.6341289,11.52
16919,9829,133000015001,382,46,1.0,24.948226,92.6340765,12.52
16920,9801,133000014964,382,46,0.36,24.9461851,92.6308685,12.88
16921,9802,133000014965,382,46,0.41,24.9522517,92.6341083,13.29
16922,9803,133000014966,382,46,0.34,24.9485433,92.6327633,13.63
16923,9804,133000014967,382,46,0.46,24.9487897,92.6302481,14.09
16924,18427,133000025437,382,46,1.0,24.948065,92.6293175,15.09
16925,34707,133000043765,382,43,0.49,24.948441,92.6290073,15.58
16926,9828,133000015000,382,46,1.0,24.9473681,92.6375045,16.58
16927,9831,133000015003,382,46,0.31,24.9498468,92.6333502,16.89
16928,22638,133000030160,382,46,0.62,24.948114,92.6265259,17.51
16929,9800,133000014963,382,46,0.42,24.952262,92.634243,17.93
16930,9835,133000015013,382,46,0.47,24.9476367,92.6330617,18.4
16931,18423,133000025433,382,46,1.0,24.9483145,92.6327896,19.4
16932,7498,133000011828,382,46,1.0,24.9543033,92.6368333,20.4
16933,18422,133000025432,382,46,1.0,24.9479195,92.6339873,21.4
16934,18381,133000025355,382,46,0.42,24.9532268,92.6346838,21.82
16935,18426,133000025436,382,46,1.0,24.9517417,92.630685,22.82
16936,7497,133000011827,382,46,1.0,24.9492038,92.6277666,23.82
16937,13921,133000020290,382,46,1.0,24.9484682,92.6274564,24.82
16938,18425,133000025435,382,46,1.0,24.9521867,92.6348883,25.82
16939,37502,133000046903,382,46,1.0,24.9474568,92.6371094,26.82
16940,17167,133000024002,382,46,0.36,24.9473667,92.6374983,27.18
16941,18424,133000025434,382,46,1.0,24.9485403,92.6289049,28.18
16942,34706,133000043764,382,43,0.49,24.947738,92.6268361,28.669999999999998
16943,9789,133000014950,382,46,1.0,24.9489488,92.6354957,29.669999999999998
16944,9799,133000014962,382,46,0.42,24.9479917,92.6332683,30.09
16945,17166,133000024001,382,46,1.0,24.9526067,92.634685,31.09
16946,18421,133000025431,382,46,1.0,24.9519956,92.6324838,32.089999999999996
16947,18429,133000025441,382,46,1.0,24.94813,92.635925,33.089999999999996
16948,18567,133000025692,382,46,0.67,24.9481543,92.6331729,33.76
16949,14444,133000020875,382,46,0.47,24.9528882,92.6350443,34.23
16950,14445,133000020877,382,46,2.0,24.9461851,92.6308685,36.23
16951,7500,133000011830,382,46,1.0,24.9461469,92.63304,37.23
16952,7501,133000011831,382,46,0.63,24.9487897,92.6302481,37.86
16953,41829,133000051884,382,46,1.0,24.9525812,92.6463813,38.86
16954,7504,133000011834,382,46,1.0,24.9477435,92.6265259,39.86
16955,7503,133000011833,382,46,1.0,24.94813,92.635925,40.86
16956,7502,133000011832,382,46,0.5,24.9461851,92.6308685,41.36
16957,34705,133000043763,382,46,0.49,24.9478643,92.6268361,41.85
16958,14464,133000020899,382,46,0.46,24.9451116,92.6286972,42.31
16959,7505,133000011835,382,46,1.0,24.9487897,92.6302481,43.31
16960,9778,133000014932,382,46,1.0,24.9487897,92.6302481,44.31
16961,9321,133000014151,382,46,1.0,24.95092,92.6339317,45.31
16962,7507,133000011837,382,46,1.0,24.9477663,92.6340629,46.31
16963,8698,133000013316,382,46,0.06,24.9487897,92.6302481,46.37
16964,9793,133000014954,382,46,0.36,24.951255,92.6327933,46.73
16965,8699,133000013317,382,46,0.06,24.9469316,92.6305583,46.79
16966,34703,133000043761,382,46,0.49,24.9568594,92.6349014,47.28
16967,41158,133000051092,382,46,1.0,24.94718,92.636225,48.28
16968,9775,133000014929,382,46,0.2,24.9487897,92.6302481,48.48
16969,9777,133000014931,382,46,0.2,24.9512804,92.6336038,48.68
16970,16234,133000022916,382,46,0.56,24.9483004,92.6326586,49.24
16971,9786,133000014941,382,46,1.0,24.9489883,92.6350683,50.24
16972,16440,133000023159,382,46,1.0,24.9530867,92.6352583,51.24
16973,9798,133000014961,382,46,0.47,24.9531323,92.6361423,51.71
16974,9780,133000014934,382,46,0.2,24.95092,92.6339317,51.91
16975,9779,133000014933,382,46,1.0,24.9477435,92.6265259,52.91
16976,9319,133000014149,382,46,1.0,24.9469316,92.6305583,53.91
16977,7499,133000011829,382,46,0.68,24.9527858,92.6337397,54.589999999999996
16978,8697,133000013315,382,46,1.0,24.9515263,92.6334859,55.589999999999996
16979,8702,133000013320,382,46,1.0,24.9479906,92.6332693,56.589999999999996
16980,8704,133000013322,382,46,0.06,24.9484682,92.6274564,56.65
16981,9781,133000014935,382,46,0.2,24.9489883,92.6350683,56.85
16982,9784,133000014939,382,46,0.2,24.9479984,92.6267976,57.05
16983,9783,133000014937,382,46,1.0,24.9484977,92.6351564,58.05
16984,9785,133000014940,382,46,1.0,24.9526724,92.6341185,59.05
16985,9794,133000014956,382,46,1.0,24.94718,92.636225,60.05
16986,9320,133000014150,382,46,1.0,24.9538461,92.6376935,61.05
16987,23239,133000030828,382,46,0.62,24.9469459,92.636567,61.67
16988,9776,133000014930,382,46,1.0,24.9522546,92.633526,62.67
16989,8701,133000013319,382,46,0.06,24.95092,92.6339317,62.73
16990,16269,133000022953,382,46,1.0,24.9469207,92.6311787,63.73
16991,8703,133000013321,382,46,0.56,24.9522583,92.63309,64.29
16992,42365,133010070320,382,46,1.0,24.9484377,92.638156,65.29
16993,8700,133000013318,382,46,1.0,24.9568539,92.6352116,66.29
16994,27487,133000035628,382,46,0.52,24.9487789,92.6339298,66.81
16995,9797,133000014960,382,46,0.42,24.9492038,92.6277666,67.23
16996,7506,133000011836,382,46,0.06,24.9485794,92.6352247,67.29
16997,34702,133000043760,382,46,0.49,24.9533983,92.6314784,67.78
16998,34701,133000043759,382,46,0.49,24.9528981,92.6326638,68.27
16999,34700,133000043758,382,46,0.49,24.9530733,92.634275,68.76
17000,34699,133000043757,382,46,0.49,24.9526068,92.6336209,69.25
17001,9796,133000014959,382,46,0.42,24.9327965,92.5911793,69.67
17002,34698,133000043756,382,46,0.49,24.9511033,92.634062,70.16
17003,34697,133000043755,382,46,0.49,24.9484682,92.6274564,70.65
17004,34704,133000043762,382,46,0.49,24.9522117,92.6308117,71.14
17005,29490,133000037807,382,46,1.0,24.9479421,92.6389548,72.14
17006,8695,133000013313,382,46,0.06,24.9513293,92.633936,72.2
17007,39353,133000049091,382,46,1.0,24.9527289,92.6330542,73.2
17008,9826,133000014997,382,46,0.2,24.948114,92.6265259,73.4
17009,9795,133000014957,382,46,0.47,24.9519667,92.632545,73.87
17010,7508,133000011838,382,46,0.5,24.9480337,92.6359155,74.37
17011,22184,133000029668,382,46,0.62,24.9481358,92.6252852,74.99
17012,34696,133000043754,382,46,0.49,24.9530743,92.634282,75.48
17013,8696,133000013314,382,46,1.0,24.9517818,92.6334886,76.48
17014,8694,133000013312,382,46,1.0,24.9513283,92.633935,77.48
17015,27488,133000035629,382,46,0.67,24.9517556,92.6307014,78.15
17016,19247,133000026462,382,48,0.46,24.9519667,92.632545,78.61
17017,28234,133000036480,384,46,1.0,24.9922121,92.5184006,1.0
17018,27570,133000035728,384,46,1.0,24.9940698,92.5180911,2.0
17019,34681,133000043731,384,43,0.49,24.9936837,92.5190195,2.49
17020,42416,133010070405,384,46,0.49,24.9905839,92.5270661,2.98
17021,34691,133000043741,384,43,0.49,24.9940698,92.5180911,3.4699999999999998
17022,14670,133000021128,384,46,0.36,24.9903491,92.5190195,3.83
17023,31440,133000040104,384,46,0.49,24.9948733,92.52141,4.32
17024,36154,133000045373,384,46,0.49,24.9924667,92.52075,4.81
17025,42419,133010070408,384,46,0.49,24.9907196,92.5190195,5.3
17026,38227,133000047738,384,46,0.49,24.9943882,92.5211857,5.79
17027,42417,133010070406,384,46,0.49,24.9936214,92.5201817,6.28
17028,34679,133000043728,384,46,0.49,24.9947383,92.5201592,6.77
17029,34672,133000043721,384,46,0.49,24.9903491,92.5190195,7.26
17030,34683,133000043733,384,46,0.49,24.9951865,92.5177817,7.75
17031,34684,133000043734,384,43,0.49,24.9932333,92.52166,8.24
17032,23100,133000030671,384,46,0.62,24.9940698,92.5180911,8.86
17033,10856,133000016285,384,46,0.36,24.9905839,92.5270661,9.22
17034,34688,133000043738,384,46,0.49,24.9789408,92.5363524,9.709999999999999
17035,34689,133000043739,384,43,0.49,24.9935267,92.5208157,10.2
17036,32980,133000041810,384,43,0.49,24.9944247,92.5190195,10.69
17037,34686,133000043736,384,46,0.49,24.9903491,92.5190195,11.18
17038,34678,133000043727,384,46,0.49,24.9951865,92.5177817,11.67
17039,42418,133010070407,384,46,0.49,24.9928592,92.5202205,12.16
17040,32985,133000041815,384,43,0.49,24.9899943,92.5180911,12.65
17041,34687,133000043737,384,46,0.49,24.9940177,92.5211857,13.14
17042,32989,133000041819,384,46,0.49,24.9951865,92.5177817,13.629999999999999
17043,34692,133000043742,384,43,0.49,24.9951865,92.5177817,14.12
17044,41001,133000050907,384,46,0.06,24.9926349,92.5200745,14.18
17045,14650,133000021108,384,46,0.42,24.9944247,92.5190195,14.6
17046,38516,133000048112,384,46,0.49,24.9905839,92.5270661,15.09
17047,309,133000000447,384,46,0.8,24.995145,92.5204367,15.89
17048,317,133000000455,384,46,3.0,24.9940698,92.5180911,18.89
17049,10117,133000015370,384,46,0.31,24.9905839,92.5270661,19.2
17050,315,133000000453,384,46,0.52,24.9951865,92.5177817,19.72
17051,306,133000000444,384,46,0.56,24.9739927,92.5440923,20.28
17052,308,133000000446,384,46,0.52,24.9944018,92.5211027,20.8
17053,307,133000000445,384,46,2.0,24.9951865,92.5177817,22.8
17054,311,133000000449,384,46,0.56,24.9947285,92.5223934,23.36
17055,314,133000000452,384,46,0.52,24.9951865,92.5177817,23.88
17056,20171,133000027466,384,46,0.5,24.991276,92.5182561,24.38
17057,316,133000000454,384,46,0.38,24.9943882,92.5211857,24.76
17058,10108,133000015361,384,46,1.0,24.9943882,92.5211857,25.76
17059,38512,133000048108,384,46,0.49,24.994816,92.5177817,26.25
17060,318,133000000456,384,46,0.28,24.9951865,92.5177817,26.53
17061,305,133000000443,384,46,0.8,24.9883661,92.5267566,27.33
17062,14653,133000021111,384,46,0.31,24.9943783,92.52021,27.64
17063,32983,133000041813,384,43,0.49,24.9896133,92.51871,28.13
17064,310,133000000448,384,46,0.52,24.9943882,92.5211857,28.65
17065,38511,133000048107,384,46,0.49,24.9903232,92.5190086,29.14
17066,32981,133000041811,384,46,0.49,24.9905839,92.5270661,29.63
17067,20170,133000027465,384,46,0.5,24.9903491,92.5190195,30.13
17068,34680,133000043729,384,43,0.49,24.9944686,92.5201771,30.62
17069,20172,133000027467,384,46,0.5,24.9739927,92.5440923,31.12
17070,14703,133000021162,384,46,0.52,24.9895037,92.5252091,31.64
17071,24115,133000031814,385,46,0.68,24.9058168,92.671523,0.68
17072,3156,133000004561,385,46,0.46,24.9046395,92.6682057,1.1400000000000001
17073,9952,133000015171,385,46,0.47,24.9056171,92.6715876,1.61
17074,3157,133000004562,385,46,0.4,24.9129183,92.6681079,2.0100000000000002
17075,34709,133000043767,385,46,0.49,24.8969286,92.6712125,2.5
17076,18346,133000025308,385,46,0.36,24.9049892,92.6714645,2.86
17077,18342,133000025304,385,46,1.0,24.8943235,92.6718335,3.8600000000000003
17078,13943,133000020314,385,46,0.06,24.9061708,92.6724544,3.92
17079,18148,133000025098,385,46,1.0,24.906923,92.6718335,4.92
17080,34708,133000043766,385,46,0.49,24.9125312,92.6690393,5.41
17081,18147,133000025097,385,46,1.0,24.9044997,92.6715951,6.41
17082,40860,133000050723,385,75,1.0,24.9129018,92.6690393,7.41
17083,19632,133000026877,385,46,0.42,24.8943235,92.6718335,7.83
17084,18146,133000025096,385,46,1.0,24.8968899,92.6733859,8.83
17085,18347,133000025309,385,46,0.36,24.9052579,92.6713921,9.19
17086,13942,133000020313,385,46,1.0,24.9051788,92.6702083,10.19
17087,18338,133000025300,385,46,1.0,24.9072935,92.6718335,11.19
17088,18331,133000025292,385,46,1.0,24.9056184,92.6712628,12.19
17089,18133,133000025078,385,46,0.47,24.9048233,92.66824,12.66
17090,18339,133000025301,385,46,1.0,24.9049097,92.6708145,13.66
17091,16103,133000022775,385,46,0.5,24.9048052,92.6707784,14.16
17092,18329,133000025290,385,46,1.0,24.9067661,92.6706525,15.16
17093,18340,133000025302,385,46,1.0,24.9045389,92.6706005,16.16
17094,34710,133000043768,385,46,0.49,24.9129018,92.6690393,16.65
17095,18337,133000025298,385,46,1.0,24.8969286,92.6712125,17.65
17096,18341,133000025303,385,46,0.36,24.8969507,92.6699707,18.01
17097,18336,133000025297,385,46,1.0,24.8969286,92.6712125,19.01
17098,18330,133000025291,385,46,1.0,24.9129018,92.6690393,20.01
17099,18332,133000025293,385,46,0.56,24.9129018,92.6690393,20.57
17100,36254,133000045485,385,43,0.49,24.9048779,92.671326,21.06
17101,29538,133000037867,386,46,1.0,24.9873149,92.5453972,1.0
17102,11479,133000017113,386,46,0.06,24.9873936,92.5454905,1.06
17103,17587,133000024471,386,46,0.5,24.9877083,92.5462833,1.56
17104,11478,133000017112,386,46,1.0,24.9873433,92.54526,2.56
17105,10065,133000015312,386,46,0.36,24.987615,92.5462967,2.92
17106,17584,133000024468,386,46,0.5,24.9886083,92.5468733,3.42
17107,11480,133000017114,386,46,0.06,24.987514,92.545534,3.48
17108,11482,133000017117,386,46,1.0,24.9875426,92.5459369,4.48
17109,11483,133000017119,386,46,0.06,24.987465,92.5459483,4.54
17110,17585,133000024469,386,46,0.5,24.9755326,92.5406866,5.04
17111,11485,133000017121,386,46,0.06,24.9755221,92.5413058,5.1
17112,28753,133000037018,386,46,1.0,24.9871533,92.5463567,6.1
17113,11481,133000017116,386,46,0.06,24.98775,92.545955,6.16
17114,11491,133000017129,386,46,0.06,24.9867883,92.54584,6.22
17115,11484,133000017120,386,46,0.06,24.9762612,92.584671,6.28
17116,17586,133000024470,386,46,0.5,24.9877284,92.5463784,6.78
17117,24219,133000031927,386,46,1.0,24.9868625,92.5452433,7.78
17118,11490,133000017128,386,46,0.06,24.9878333,92.5464517,7.84
17119,4999,133000007308,386,46,0.48,24.986292,92.5442086,8.32
17120,10219,133000015503,386,46,0.42,24.98738,92.5458296,8.74
17121,14794,133000021259,386,46,0.24,24.9866864,92.5435467,8.98
17122,20192,133000027495,386,46,0.5,24.9884466,92.5468465,9.48
17123,17588,133000024472,386,46,0.5,24.9873983,92.5457201,9.98
17124,5004,133000007313,386,46,0.42,24.987035,92.5441433,10.4
17125,4988,133000007296,386,46,0.5,24.9866783,92.5449633,10.9
17126,10067,133000015315,386,46,0.37,24.986747,92.5441256,11.27
17127,14871,133000021337,386,46,0.46,24.9717592,92.5663907,11.73
17128,42136,133010070037,386,46,1.0,24.987523,92.5456387,12.73
17129,20191,133000027494,386,46,1.0,24.9742525,92.5505949,13.73
17130,5001,133000007310,386,46,0.48,24.9870857,92.5443268,14.21
17131,4995,133000007304,386,46,0.42,24.9867916,92.545472,14.63
17132,11975,133000017748,387,46,0.06,25.008232,92.5131402,0.06
17133,17132,133000023964,387,46,0.42,25.0186838,92.5094998,0.48
17134,37805,133000047235,387,46,0.49,25.0168181,92.5098975,0.97
17135,11977,133000017750,387,46,0.06,25.0160485,92.5109743,1.03
17136,37693,133000047103,387,46,1.0,25.0167894,92.5109435,2.0300000000000002
17137,11986,133000017759,387,46,0.06,25.0125149,92.5007651,2.09
17138,27909,133000036118,387,46,0.68,25.0171868,92.5112685,2.77
17139,17133,133000023965,387,46,0.42,25.0183124,92.5099767,3.19
17140,42911,133010071111,387,46,1.0,25.0163626,92.5107316,4.1899999999999995
17141,11978,133000017751,387,46,0.06,25.0172393,92.5107899,4.25
17142,37694,133000047104,387,46,1.0,25.0171148,92.5105913,5.25
17143,11979,133000017752,387,46,0.06,25.008232,92.5131402,5.31
17144,11976,133000017749,387,46,1.0,25.0142533,92.507571,6.3100000000000005
17145,20591,133000027928,387,46,0.5,25.0115564,92.5085401,6.8100000000000005
17146,19649,133000026895,387,46,1.0,25.0162065,92.5114036,7.8100000000000005
17147,17131,133000023963,387,46,0.42,24.9985991,92.5131402,8.23
17148,19648,133000026894,387,46,1.0,25.0112375,92.5106649,9.23
17149,15015,133000021510,387,46,0.52,25.008232,92.5131402,9.75
17150,43784,133010072250,387,46,1.0,25.0163173,92.5108943,10.75
17151,14958,133000021440,387,46,0.31,25.0157557,92.5111012,11.06
17152,14932,133000021413,387,46,0.36,25.008232,92.5131402,11.42
17153,14962,133000021453,387,46,0.36,25.0117636,92.5013838,11.78
17154,14930,133000021411,387,46,0.68,25.008232,92.5131402,12.46
17155,14931,133000021412,387,46,0.52,25.0115819,92.5085279,12.98
17156,19647,133000026893,387,46,1.0,25.0165735,92.5112985,13.98
17157,30386,133000038888,387,46,1.0,25.0167469,92.5108887,14.98
17158,42842,133010071025,387,46,1.0,25.0161097,92.5099899,15.98
17159,13879,133000020228,387,46,0.06,25.008232,92.5131402,16.04
17160,20197,133000027504,387,46,0.5,25.0110278,92.5010744,16.54
17161,43599,133010071939,387,46,1.0,25.0167413,92.5108926,17.54
17162,20198,133000027506,387,46,0.5,25.011558,92.5085396,18.04
17163,14956,133000021437,387,46,0.36,25.0115691,92.5085228,18.4
17164,14963,133000021454,387,46,0.3,25.0163919,92.5109104,18.7
17165,14957,133000021438,387,46,0.78,25.0148358,92.5105996,19.48
17166,14929,133000021410,387,46,0.31,25.0163325,92.5108635,19.79
17167,33997,133000042913,387,46,1.0,25.0159967,92.5105267,20.79
17168,17130,133000023962,387,46,0.47,25.0183121,92.5099898,21.26
17169,37678,133000047088,387,46,1.0,25.0153491,92.5084991,22.26
17170,21516,133000028959,388,46,0.42,24.8929406,92.6662452,0.42
17171,8825,133000013476,388,46,1.0,24.8969452,92.6702811,1.42
17172,21513,133000028956,388,46,0.42,24.8926032,92.6643826,1.8399999999999999
17173,21518,133000028961,388,46,0.62,24.8959632,92.6619311,2.46
17174,8823,133000013474,388,46,0.06,24.8928319,92.6659776,2.52
17175,8822,133000013473,388,46,1.0,24.8911319,92.6637618,3.52
17176,8833,133000013484,388,46,0.06,24.8912165,92.6671157,3.58
17177,8839,133000013490,388,46,1.0,24.8904448,92.6683665,4.58
17178,21515,133000028958,388,46,0.52,24.9052799,92.6808382,5.1
17179,8835,133000013486,388,46,1.0,24.892194,92.6665557,6.1
17180,8828,133000013479,388,46,0.06,24.8969507,92.6699707,6.16
17181,8820,133000013471,388,46,0.06,24.890632,92.6694068,6.22
17182,8821,133000013472,388,46,1.0,24.8903926,92.669312,7.220000000000001
17183,8829,133000013480,388,46,1.0,24.8929163,92.6668186,8.22
17184,19244,133000026459,388,46,1.0,24.8926032,92.6643826,9.22
17185,8844,133000013495,388,46,0.06,24.8936928,92.6656244,9.28
17186,8843,133000013494,388,46,1.0,24.8922677,92.6651613,10.280000000000001
17187,8837,133000013488,388,46,0.06,24.8925424,92.6635888,10.34
17188,8832,133000013483,388,46,1.0,24.890637,92.6675312,11.34
17189,8831,133000013482,388,46,0.06,24.8936818,92.6662452,11.4
17190,28148,133000036379,388,46,1.0,24.8937831,92.6629807,12.4
17191,34712,133000043770,388,43,0.49,24.8941513,92.6635764,12.89
17192,21514,133000028957,388,46,0.62,24.8952438,92.661411,13.51
17193,8838,133000013489,388,46,1.0,24.8925921,92.6650035,14.51
17194,8827,133000013478,388,46,0.06,24.8936928,92.6656244,14.57
17195,8826,133000013477,388,46,1.0,24.8969507,92.6699707,15.57
17196,18555,133000025679,388,46,1.0,24.8920384,92.6656084,16.57
17197,8834,133000013485,388,46,1.0,24.890541,92.6669494,17.57
17198,21517,133000028960,388,46,0.47,24.8969452,92.6702811,18.04
17199,8842,133000013493,388,46,1.0,24.8923249,92.6648006,19.04
17200,33811,133000042704,388,46,1.0,24.8787201,92.6740069,20.04
17201,18150,133000025100,388,46,2.0,24.8922491,92.6634514,22.04
17202,34027,133000042951,388,46,0.49,24.8936928,92.6656244,22.53
17203,43781,133010072246,388,46,1.0,24.8922491,92.6634514,23.53
17204,18153,133000025103,388,46,1.0,24.892194,92.6665557,24.53
17205,18154,133000025104,388,46,1.0,24.8907346,92.6674808,25.53
17206,9447,133000014338,388,46,1.0,24.892194,92.6665557,26.53
17207,18149,133000025099,388,46,1.0,24.8913124,92.6669429,27.53
17208,9445,133000014336,388,46,1.0,24.8904367,92.6692767,28.53
17209,9448,133000014339,388,46,1.0,24.8911319,92.6637618,29.53
17210,18349,133000025311,388,46,0.52,24.8928633,92.663306,30.05
17211,23746,133000031409,388,46,0.67,24.8939483,92.6616117,30.72
17212,18152,133000025102,388,46,2.0,24.8926092,92.6666924,32.72
17213,8836,133000013487,388,46,0.06,24.9052799,92.6808382,32.78
17214,17803,133000024715,388,46,0.52,24.8936708,92.6668661,33.3
17215,18151,133000025101,388,46,1.0,24.890486,92.6692436,34.3
17216,8840,133000013491,388,46,1.0,24.892194,92.6665557,35.3
17217,23262,133000030855,388,46,0.67,24.9052799,92.6808382,35.97
17218,21512,133000028955,388,46,0.42,24.8938053,92.6628442,36.39
17219,18536,133000025622,388,46,1.0,24.8923139,92.6641494,37.39
17220,21510,133000028953,388,46,0.52,24.8938774,92.6646198,37.910000000000004
17221,8841,133000013492,388,46,0.06,24.8936928,92.6656244,37.97
17222,21511,133000028954,388,46,0.42,24.8931083,92.6619926,38.39
17223,18155,133000025105,388,46,1.0,24.8936376,92.6687288,39.39
17224,9444,133000014335,388,46,1.0,24.8922491,92.6634514,40.39
17225,22985,133000030540,388,46,0.7,24.8948487,92.6631409,41.09
17226,23777,133000031445,388,46,0.42,24.8958961,92.6616284,41.51
17227,18977,133000026151,388,46,1.0,24.8952469,92.6615889,42.51
17228,23235,133000030823,388,46,0.47,24.8938917,92.664539,42.98
17229,8824,133000013475,388,46,1.0,24.8935222,92.6619847,43.98
17230,9332,133000014163,389,46,1.0,24.8969507,92.6699707,1.0
17231,12009,133000017791,389,46,1.0,24.9084826,92.667487,2.0
17232,9328,133000014159,389,46,1.0,24.9084716,92.6681079,3.0
17233,20068,133000027358,389,46,1.0,24.8965746,92.6702811,4.0
17234,9331,133000014162,389,46,0.06,24.8926032,92.6643826,4.06
17235,9330,133000014161,389,46,1.0,24.9113959,92.6494845,5.0600000000000005
17236,9326,133000014157,389,46,1.0,24.9077305,92.6681079,6.0600000000000005
17237,9329,133000014160,389,46,1.0,24.9119738,92.6520389,7.0600000000000005
17238,8767,133000013393,389,46,0.06,24.9120877,92.6522775,7.12
17239,12005,133000017781,389,46,1.0,24.9084826,92.667487,8.120000000000001
17240,19476,133000026706,389,46,0.62,24.9084826,92.667487,8.74
17241,19475,133000026705,389,46,1.0,24.9132492,92.6538555,9.74
17242,12004,133000017780,389,46,1.0,24.9095924,92.6466916,10.74
17243,21084,133000028485,389,46,1.0,24.9084716,92.6681079,11.74
17244,32935,133000041760,389,46,1.0,24.9156217,92.6503983,12.74
17245,19487,133000026719,389,46,1.0,24.9126356,92.6536647,13.74
17246,32941,133000041767,389,46,0.49,24.9063145,92.6643826,14.23
17247,18637,133000025776,389,46,1.0,24.9146596,92.6535189,15.23
17248,8766,133000013392,389,46,1.0,24.9119416,92.6532452,16.23
17249,19488,133000026720,389,46,1.0,24.9063145,92.6643826,17.23
17250,9325,133000014156,389,46,0.06,24.9084826,92.667487,17.29
17251,12006,133000017782,389,46,0.06,24.9061708,92.6724544,17.35
17252,9438,133000014328,389,46,0.57,24.9058279,92.6709021,17.92
17253,19490,133000026722,389,46,1.0,24.9081321,92.6454504,18.92
17254,20504,133000027834,389,46,1.0,24.9134103,92.6546866,19.92
17255,9324,133000014155,389,46,0.52,24.8987981,92.6702811,20.44
17256,9439,133000014329,389,46,0.06,24.9061486,92.6736964,20.5
17257,19491,133000026723,389,46,0.92,24.9132125,92.6547641,21.42
17258,32945,133000041771,389,46,0.49,24.9128707,92.6531962,21.91
17259,752,133000001016,389,46,0.52,24.9169159,92.6516569,22.43
